1,CONNECTION_CANNOT_BE_ESTABLISHED,Connection to the game server could not be established.
2,CONNECTION_WAS_LOST,Connection to the game server was lost.
3,SERVER_EJECT,The server has kicked us from the game (%(error_code)s).\n\n%(reason)s
4,NETWORK_ERROR_EJECT,An unexpected network error has occured and your connection has been lost. Error Code: %(error_code)s
124,OUTDATED_CLIENT_VERSION_EJECT,Failed to connect to game server. You appear to be running an outdated game client. Please download the latest version and try again.
125,OUTDATED_CLIENT_HASH_EJECT,Failed to connect to game server. You appear to be running an outdated game client. Please download the latest version and try again.
1000,NO_SHARDS_AVAILABLE,Failed to connect to game server.\nThere are currently no server shards available.
